path	kind	reuse_action	status	evidence	notes
images/2137.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2141.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2146.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2149.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2151.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2164_isosand3_isosand3.jpg	image_asset_semantic_name	reuse_via_atlas_pipeline	migrated	public/assets/yardbg/sand/2164_isosand3_isosand3.png	Tile legado portado para pipeline local
images/2165_inferno_lava4_inferno_lava4.jpg	image_asset_semantic_name	reuse_via_atlas_pipeline	migrated	public/assets/yardbg/lava/2165_inferno_lava4_inferno_lava4.png	Tile legado portado para pipeline local
images/2166_isosand4_isosand4.jpg	image_asset_semantic_name	reuse_via_atlas_pipeline	migrated	public/assets/yardbg/sand/2166_isosand4_isosand4.png	Tile legado portado para pipeline local
images/2167_isosand1_isosand1.jpg	image_asset_semantic_name	reuse_via_atlas_pipeline	migrated	public/assets/yardbg/sand/2167_isosand1_isosand1.png,src/game/scenes/YardScene.ts	Tile sand legacy integrado ao renderer Pixi com fallback local/CDN
images/2168_isosand2_isosand2.jpg	image_asset_semantic_name	reuse_via_atlas_pipeline	migrated	public/assets/yardbg/sand/2168_isosand2_isosand2.png	Asset legado copiado para pipeline local (ready para variação de tile)
images/2169_inferno_lava1_inferno_lava1.jpg	image_asset_semantic_name	reuse_via_atlas_pipeline	migrated	public/assets/yardbg/lava/2169_inferno_lava1_inferno_lava1.png,src/game/scenes/YardScene.ts	Tile lava legado integrado ao tema inferno
images/2170_inferno_lava3_inferno_lava3.jpg	image_asset_semantic_name	reuse_via_atlas_pipeline	migrated	public/assets/yardbg/lava/2170_inferno_lava3_inferno_lava3.png	Asset legado copiado para variação de tile lava
images/2171_inferno_lava2_inferno_lava2.jpg	image_asset_semantic_name	reuse_via_atlas_pipeline	migrated	public/assets/yardbg/lava/2171_inferno_lava2_inferno_lava2.png	Tile legado portado para pipeline local
images/2172_isograss3_isograss3.png	image_asset_semantic_name	reuse_via_atlas_pipeline	migrated	public/assets/yardbg/grass/2172_isograss3_isograss3.png	Tile legado portado para pipeline local
images/2173_isograss4_isograss4.png	image_asset_semantic_name	reuse_via_atlas_pipeline	migrated	public/assets/yardbg/grass/2173_isograss4_isograss4.png	Tile legado portado para pipeline local
images/2174_isograss1_isograss1.jpg	image_asset_semantic_name	reuse_via_atlas_pipeline	migrated	public/assets/yardbg/grass/2174_isograss1_isograss1.png,src/game/scenes/YardScene.ts	Tile grass legado integrado ao renderer base
images/2175_isograss2_isograss2.png	image_asset_semantic_name	reuse_via_atlas_pipeline	migrated	public/assets/yardbg/grass/2175_isograss2_isograss2.png	Asset legado copiado para variação de tile grass
images/2176_isograss7_isograss7.png	image_asset_semantic_name	reuse_via_atlas_pipeline	migrated	public/assets/yardbg/grass/2176_isograss7_isograss7.png	Tile legado portado para pipeline local
images/2177_isograss5_isograss5.png	image_asset_semantic_name	reuse_via_atlas_pipeline	migrated	public/assets/yardbg/grass/2177_isograss5_isograss5.png	Tile legado portado para pipeline local
images/2178_isograss6_isograss6.png	image_asset_semantic_name	reuse_via_atlas_pipeline	migrated	public/assets/yardbg/grass/2178_isograss6_isograss6.png	Tile legado portado para pipeline local
images/2179_isocrater1_isocrater1.jpg	image_asset_semantic_name	reuse_via_atlas_pipeline	migrated	public/assets/yardbg/crater/2179_isocrater1_isocrater1.png	Tile legado portado para pipeline local
images/2180_isorock1_isorock1.jpg	image_asset_semantic_name	reuse_via_atlas_pipeline	migrated	public/assets/yardbg/rock/2180_isorock1_isorock1.png	Tile legado portado para pipeline local
images/2181_isorock3_isorock3.jpg	image_asset_semantic_name	reuse_via_atlas_pipeline	migrated	public/assets/yardbg/rock/2181_isorock3_isorock3.png	Tile legado portado para pipeline local
images/2182_isorock2_isorock2.jpg	image_asset_semantic_name	reuse_via_atlas_pipeline	migrated	public/assets/yardbg/rock/2182_isorock2_isorock2.png	Tile legado portado para pipeline local
images/2204.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2206.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2209.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2211.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2214.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2216.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2330.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2339.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2341.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2343.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2345.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2347.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2350.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2360.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2363.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2365.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2367.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2370.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2372.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2376.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2378.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2417.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2442.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2460.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2462.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2469.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2471.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2494.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2496.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2515.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2518.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2546.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2548.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/255.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/259.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/264.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2654_screenshot_border3_screenshot_border3.png	image_asset_semantic_name	reuse_via_atlas_pipeline	pending		
images/2655_screenshot_border2_screenshot_border2.png	image_asset_semantic_name	reuse_via_atlas_pipeline	pending		
images/2656_screenshot_border1_screenshot_border1.png	image_asset_semantic_name	reuse_via_atlas_pipeline	pending		
images/2671_frame1_bottom_left_frame1_bottom_left.png	image_asset_semantic_name	reuse_via_atlas_pipeline	pending		
images/2672_frame1_bottom_middle_frame1_bottom_middle.png	image_asset_semantic_name	reuse_via_atlas_pipeline	pending		
images/2673_frame1_top_right_frame1_top_right.png	image_asset_semantic_name	reuse_via_atlas_pipeline	pending		
images/2674_frame1_button_fullscreen_frame1_button_fullscreen.png	image_asset_semantic_name	reuse_via_atlas_pipeline	pending		
images/2675_frame1_filler_left_frame1_filler_left.png	image_asset_semantic_name	reuse_via_atlas_pipeline	pending		
images/2676_frame1_bottom_right_frame1_bottom_right.png	image_asset_semantic_name	reuse_via_atlas_pipeline	pending		
images/2677_frame1_filler_right_frame1_filler_right.png	image_asset_semantic_name	reuse_via_atlas_pipeline	pending		
images/2678_frame1_filler_bottom_frame1_filler_bottom.png	image_asset_semantic_name	reuse_via_atlas_pipeline	pending		
images/2679_frame1_button_help_frame1_button_help.png	image_asset_semantic_name	reuse_via_atlas_pipeline	pending		
images/2680_frame1_top_middle_frame1_top_middle.png	image_asset_semantic_name	reuse_via_atlas_pipeline	pending		
images/2681_frame1_filler_top_frame1_filler_top.png	image_asset_semantic_name	reuse_via_atlas_pipeline	pending		
images/2682_frame1_top_middle_2_frame1_top_middle_2.png	image_asset_semantic_name	reuse_via_atlas_pipeline	pending		
images/2683_frame1_top_left_frame1_top_left.png	image_asset_semantic_name	reuse_via_atlas_pipeline	pending		
images/2684_frame1_button_close_frame1_button_close.png	image_asset_semantic_name	reuse_via_atlas_pipeline	pending		
images/2724.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2728.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2736.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2740.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2744.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2748.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/275.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2752.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2756.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2760.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2767.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2772.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2777_pushpins_pushpins.png	image_asset_semantic_name	reuse_via_atlas_pipeline	pending		
images/2778_pin_shadow_pin_shadow.png	image_asset_semantic_name	reuse_via_atlas_pipeline	pending		
images/2787.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2820.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2823.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2826.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2830.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2835.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2854.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2856.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2862.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2982.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2983.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2986.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2989.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2992.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/2996.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/3002.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/3004.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/306.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/3069.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/3071.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/308.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/3080.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/310.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/312.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/3122.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/3125.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/3128.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/3131.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/3134.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/3137.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/314.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/347.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/363.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/365.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/368.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/370.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/372.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/374.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/376.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/378.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/380.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/382.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/384.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/386.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/388.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/39.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/390.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/392.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/394.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/396.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/398.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/400.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/402.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/404.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/406.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/408.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/410.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/412.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/414.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/416.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/418.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/420.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/422.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/424.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/426.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/428.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/430.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/432.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/434.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/436.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/438.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/440.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/442.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/444.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/446.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/448.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/450.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/452.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/454.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/456.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/458.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/46.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/460.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/462.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/464.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/466.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/468.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/470.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/472.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/474.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/477.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/482.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/49.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/508.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/516.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/536.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/537.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/55.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/551.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/557.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/564.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/567.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/571.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/574.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/581.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/593.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/598.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/606.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/609.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/612.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/618.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/622.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/625.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/646.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/650.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/659.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/66.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/674.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/679.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/681.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/684.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/687.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/690.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/696.jpg	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
images/87.png	image_asset_numeric_id	reuse_with_symbol_mapping	pending		
morphshapes/1817.swf	flash_binary_morphshape	extract_and_convert	pending		
